unique_id,record_id,fiscal_year,agency,sub_agency,program,sub_program,sub_program_2,sub_program_3,budget_source,budget_stage,granularity,amount_millions,funding_type,program_status,is_non_add,notes,source_id,source_page,date_entered,entered_by,verified,crosswalk_note,,
CDC-001428,1429,2026,HHS,AHA,"Birth Defects, Developmental Disabilities, Disability and Health","Birth Defects, Developmental Disabilities, Disability and Health",,,Budget in Brief,Request,sub_program_level,158,Discretionary,Proposed Transfer to AHA,No,Appears as a sub-program under Maternal and Child Health in AHA BIB (p.33-34). Remapped here as sub_program_level under Birth Defects program for consistency with CDC program structure and AHA CJ.,S010,33,2026-03-23,YG,No,,,
CDC-001429,1430,2026,HHS,CDC,Public Health Scientific Services,,,,Budget in Brief,Request,program_level,497,Discretionary,Active,No,Discretionary BA only. Calculated: Total ($597.0M) minus PHS Eval ($100.0M) = $497.0M.,S010,18,2026-03-19,YG,No,,,
CDC-001430,1431,2026,HHS,CDC,Public Health Scientific Services,,,,Budget in Brief,Request,program_level,100,PHS Evaluation,Active,Non-add,"Non-add. PHS Evaluation Funds within Public Health Scientific Services. Shown as ""(non-add)"" in BIB table.",S010,18,2026-03-16,YG,No,,,
CDC-001431,1432,2026,HHS,CDC,Public Health Scientific Services,,,,Budget in Brief,Request,program_level,597,Total,Active,No,,S010,18,2026-03-16,YG,No,,,
CDC-001432,1433,2026,HHS,AHA,Environmental Health,,,,Budget in Brief,Request,program_level,65,Discretionary,Proposed Transfer to AHA,No,Program_level Discretionary for AHA Environmental Health (BIB). CDC-origin programs only. Amount matches Total — all funding is Discretionary.,S010,34,2026-03-24,YG,No,,,
CDC-001433,1434,2026,HHS,AHA,Environmental Health,,,,Budget in Brief,Request,program_level,65,Total,Active,No,Program_level Total for AHA Environmental Health (BIB). Safe Water $9M — CDC-origin only.,S010,33,2026-03-24,YG,No,,,
CDC-001434,1435,2026,HHS,AHA,Environmental Health,Childhood Lead Poisoning Prevention,,,Budget in Brief,Request,sub_program_level,51,Discretionary,Proposed Transfer to AHA,No,"Appears under Policy, Research and Oversight in AHA BIB (p.33-34). Remapped to Environmental Health for consistency with CDC program structure and AHA CJ.",S010,34,2026-03-23,YG,No,,,
CDC-001435,1436,2026,HHS,AHA,Environmental Health,Lead Exposure Registry,,,Budget in Brief,Request,sub_program_level,5,Discretionary,Proposed Transfer to AHA,No,"Appears under Policy, Research and Oversight in AHA BIB (p.33-34). Remapped to Environmental Health for consistency with CDC program structure and AHA CJ.",S010,34,2026-03-23,YG,No,,,
CDC-001436,1437,2026,HHS,AHA,Environmental Health,Safe Water,,,Budget in Brief,Request,sub_program_level,9,Discretionary,Proposed Transfer to AHA,No,Formerly under CDC/National Center for Environmental Health. Proposed transfer to AHA in FY2026 PB per HHS reorganization. BIB footnote 46: Located in CDC prior to the HHS reorganization.,S010,33,2026-03-23,YG,No,,,
CDC-001437,1438,2026,HHS,AHA,Injury Prevention and Control,,,,Budget in Brief,Request,program_level,550,Discretionary,Proposed Transfer to AHA,No,Formerly under CDC/National Center for Injury Prevention and Control. Proposed transfer to AHA in FY2026 PB per HHS reorganization. BIB footnote 46: Located in CDC prior to the HHS reorganization.,S010,33,2026-03-23,YG,No,,,
CDC-001438,1439,2026,HHS,AHA,Injury Prevention and Control,,,,Budget in Brief,Request,program_level,550,Total,Active,No,Program_level Total for AHA Injury Prevention and Control (BIB). $550M.,S010,33,2026-03-24,YG,No,,,
CDC-001439,1440,2026,HHS,AHA,Occupational Safety and Health,,,,Budget in Brief,Request,program_level,73,Discretionary,Proposed Transfer to AHA,No,Formerly under CDC/National Institute for Occupational Safety and Health (NIOSH). Proposed transfer to AHA in FY2026 PB per HHS reorganization. BIB footnote 46: Located in CDC prior to the HHS reorganization.,S010,33,2026-03-23,YG,No,,,
CDC-001440,1441,2026,HHS,AHA,Occupational Safety and Health,,,,Budget in Brief,Request,program_level,73,Total,Active,No,Program_level Total for AHA Occupational Safety and Health (BIB). NIOSH $73M.,S010,33,2026-03-24,YG,No,,,
CDC-001441,1442,2026,HHS,CDC,Public Health Preparedness and Response,,,,Budget in Brief,Request,program_level,588,Discretionary,Active,No,,S010,18,2026-03-16,YG,No,,,
CDC-001442,1443,2026,HHS,CDC,Public Health Preparedness and Response,,,,Budget in Brief,Request,program_level,588,Total,Active,No,Total equals Discretionary — no PPHF or PHS Eval component for this program.,S010,18,2026-03-19,YG,No,,,
CDC-001443,1444,2026,HHS,CDC,Buildings and Facilities,,,,Budget in Brief,Request,program_level,40,Discretionary,Active,No,,S010,18,2026-03-16,YG,No,,,
CDC-001444,1445,2026,HHS,CDC,Buildings and Facilities,,,,Budget in Brief,Request,program_level,40,Total,Active,No,Total equals Discretionary — no PPHF or PHS Eval component for this program.,S010,18,2026-03-19,YG,No,,,
CDC-001445,1446,2026,HHS,CDC,Buildings and Facilities,Buildings and Facilities,,,Budget in Brief,Request,sub_program_level,40,Discretionary,Active,No,,S010,18,2026-03-23,YG,No,,,
CDC-001446,1447,2026,HHS,CDC,Cross-Cutting Activities and Program Support,,,,Budget in Brief,Request,program_level,780,Discretionary,Active,No,Discretionary BA only. Calculated: Total ($885.0M) minus PHS Eval ($105.0M) = $780.0M.,S010,18,2026-03-19,YG,No,,,
CDC-001447,1448,2026,HHS,CDC,Cross-Cutting Activities and Program Support,,,,Budget in Brief,Request,program_level,105,PHS Evaluation,Active,Non-add,"Non-add. PHS Evaluation Funds within Cross-Cutting Activities and Program Support. Shown as ""(non-add)"" in BIB table.",S010,18,2026-03-16,YG,No,,,
CDC-001448,1449,2026,HHS,CDC,Cross-Cutting Activities and Program Support,,,,Budget in Brief,Request,program_level,885,Total,Active,No,,S010,18,2026-03-16,YG,No,,,
CDC-001449,1450,2026,HHS,CDC,User Fees,,,,Budget in Brief,Request,program_level,2,User Fees,Active,No,User Fees. Deducted from Total to derive Total Budget Authority.,S010,18,2026-03-16,YG,No,,,
CDC-001450,1451,2026,HHS,CDC,User Fees,,,,Budget in Brief,Request,program_level,2,Total,Active,No,Total for User Fees program line. Equal to User Fees amount ($2M).,S010,18,2026-03-19,YG,No,,,
CDC-001451,1452,2026,HHS,ATSDR,ATSDR,,,,Budget in Brief,Request,aggregate,78,Total,Active,No,"Total ATSDR Program Level (Discretionary only, Budget in Brief). $78.000M. No PPHF or PHS Eval component for ATSDR.",S010,18,2026-03-24,YG,No,,,
CDC-001452,1453,2026,HHS,ATSDR,ATSDR,,,,Budget in Brief,Request,program_level,78,Discretionary,Active,No,,S010,18,2026-03-16,YG,No,,,
CDC-001453,1454,2026,HHS,ATSDR,ATSDR,,,,Budget in Brief,Request,program_level,78,Total,Active,No,Total equals Discretionary — no PPHF or PHS Eval component for this program.,S010,18,2026-03-19,YG,No,,,
CDC-001454,1455,2026,HHS,AHA,Chronic Disease and Health Prevention,,,,Budget in Brief,Request,program_level,35,Discretionary,Active,No,"Chronic Disease and Health Prevention BIB total = Alzheimer's Disease Program $35.0M (appears under Policy, Research and Oversight in AHA BIB p.33-34; remapped here for consistency with CDC program structure).",S010,34,2026-03-25,YG,No,,,
CDC-001455,1456,2026,HHS,AHA,Chronic Disease and Health Prevention,,,,Budget in Brief,Request,program_level,35,Total,Active,No,"Chronic Disease and Health Prevention BIB total = Alzheimer's Disease Program $35.0M (appears under Policy, Research and Oversight in AHA BIB p.33-34; remapped here for consistency with CDC program structure).",S010,34,2026-03-25,YG,No,,,
CDC-001456,1457,2026,HHS,AHA,Chronic Disease and Health Prevention,Alzheimer's Disease Program,,,Budget in Brief,Request,sub_program_level,35,Discretionary,Proposed Transfer to AHA,No,"Appears under Policy, Research and Oversight in AHA BIB (p.33-34). Remapped to Chronic Disease and Health Prevention for consistency with CDC program structure and AHA CJ.",S010,34,2026-03-23,YG,No,,,
CDC-001457,1458,2026,HHS,AHA,HIV/AIDS,,,,Budget in Brief,Request,program_level,220,Discretionary,Proposed Transfer to AHA,No,Program_level Discretionary for AHA HIV/AIDS (BIB). CDC-origin programs only. Amount matches Total — all funding is Discretionary.,S010,33,2026-03-24,YG,No,,,
CDC-001458,1459,2026,HHS,AHA,HIV/AIDS,,,,Budget in Brief,Request,program_level,220,Total,Active,No,Program_level Total for AHA HIV/AIDS (BIB) — CDC-origin only. Ending the HIV Epidemic Initiative – Other Activities $220M.,S010,33,2026-03-24,YG,No,,,
CDC-001459,1460,2026,HHS,AHA,HIV/AIDS,Ending the HIV Epidemic Initiative – Other Activities,,,Budget in Brief,Request,sub_program_level,220,Discretionary,Proposed Transfer to AHA,No,Formerly under CDC/Ending the HIV Epidemic Initiative. Proposed transfer to AHA in FY2026 PB per HHS reorganization. BIB footnote 46: Located in CDC prior to the HHS reorganization. ,S010,33,2026-03-23,YG,No,,,
CDC-001460,1461,2026,HHS,OS,National Center for Health Statistics,,,,Budget in Brief,Request,program_level,175,PHS Evaluation,Proposed Transfer to OS,No,"National Center for Health Statistics (NCHS). In FY2026 President's Budget, NCHS was proposed to move from CDC to the Office of the Secretary: Office of Strategy per HHS reorganization. BIB footnote 56: Located in CDC prior to the HHS reorganization.",S010,45,2026-03-23,YG,No,,,
CDC-001461,1462,2026,HHS,OS,National Center for Health Statistics,,,,Budget in Brief,Request,program_level,175,Total,Proposed Transfer to OS,No,"Program_level Total for Office of Strategy (BIB). National Center for Health Statistics $175M (PHS Evaluation). In FY2026 PB, NCHS proposed to move from CDC to Office of the Secretary: Office of Strategy.",S010,45,2026-03-24,YG,No,,,
CDC-001462,1463,2026,HHS,OS,OS,,,,Budget in Brief,Request,aggregate,175,Total,Proposed Transfer to OS,No,"Total OS program level (CDC-origin programs proposed to transfer to Office of the Secretary, FY2026 PB only). National Center for Health Statistics PHS Evaluation $175.0M. Not enacted — JES restores NCHS to CDC.",S010,34,2026-03-24,YG,No,,,
CDC-001463,1464,2026,HHS,AHA,AHA,,,,Budget in Brief,Request,aggregate,1101,Total,Proposed Transfer to AHA,No,"Total AHA program level (CDC-origin programs proposed to transfer to AHA, FY2026 PB only, Budget in Brief). Birth Defects $158.0M + Environmental Health $65.0M (Safe Water $9M + Childhood Lead $51M + Lead Exposure Registry $5M) + Injury Prevention and Control $550.0M + Occupational Safety and Health $73.0M + Chronic Disease and Health Prevention $35.0M (Alzheimer's via MAHA Initiative) + HIV/AIDS $220.0M = $1,101.0M. Excludes mandatory programs. Does not include other AHA programs not originating from CDC.",S010,33,2026-03-24,YG,No,,,
CDC-001464,1465,2026,HHS,CDC,CDC,,,,Budget in Brief,Request,aggregate,4243,Total,Active,No,"Total CDC Program Level (Budget in Brief, FY2026 PB). Sum of CDC program account Totals excluding ATSDR (separate agency). EEOICPA not included (proposed transfer to AHA in FY2026 PB). CDC programs only: $4,243M.",S010,18,2026-03-23,YG,No,,,
CDC-001465,1466,2026,HHS,CDC,Immunization and Respiratory Diseases,,,,House Approp Committee,Committee,program_level,231.358,Discretionary,Active,No,,S018,63,2026-03-10,YG,No,,,
CDC-001466,1467,2026,HHS,CDC,Immunization and Respiratory Diseases,,,,House Approp Committee,Committee,program_level,699.933,PPHF,Active,No,,S018,63,2026-03-10,YG,No,,,
CDC-001467,1468,2026,HHS,CDC,Immunization and Respiratory Diseases,,,,House Approp Committee,Committee,program_level,931.291,Total,Active,No,,S018,63,2026-03-10,YG,No,,,
CDC-001468,1469,2026,HHS,CDC,Immunization and Respiratory Diseases,Immunization and Other Respiratory Diseases (PPHF),,,House Approp Committee,Committee,sub_program_level,699.933,PPHF,Active,No,AFM integrated into this line per House FY2026 report,S018,63,2026-03-10,YG,No,,,
CDC-001469,1470,2026,HHS,CDC,Immunization and Respiratory Diseases,Influenza Planning and Response,,,House Approp Committee,Committee,sub_program_level,231.358,Discretionary,Active,No,,S018,63,2026-03-10,YG,No,,,
CDC-001470,1471,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",,,,House Approp Committee,Committee,program_level,353,Discretionary,Active,No,,S018,64,2026-03-10,YG,No,,,
CDC-001471,1472,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",,,,House Approp Committee,Committee,program_level,353,Total,Active,No,,S018,64,2026-03-10,YG,No,"FY2025 canonical name: ""HIV/AIDS, Viral Hepatitis, STI and TB Prevention"". House FY2026 renames center dropping HIV/AIDS domestic programs; HIV transferred to AHA. HIV sub-programs zeroed.",,
CDC-001472,1473,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Domestic HIV/AIDS Prevention and Research,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Proposed Elimination,No,,S018,64,2026-03-10,YG,No,HIV domestic programs proposed for transfer to AHA (Office of the Secretary) in FY2026 budget.,,
CDC-001473,1474,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Infectious Diseases and Opioids,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Active,No,Consolidated into STD/TB Block Grant.,S018,64,2026-03-10,YG,No,,,
CDC-001474,1475,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Sexually Transmitted Disease and Tuberculosis Prevention Block Grants,,,House Approp Committee,Committee,sub_program_level,300,Discretionary,Active,No,New consolidated grant program for STI + TB + Infectious Disease/Opioids. House FY2026 consolidates prior separate lines.,S018,64,2026-03-10,YG,No,,,
CDC-001475,1476,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Sexually Transmitted Infections,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Active,No,Consolidated into STD/TB Block Grant.,S018,64,2026-03-10,YG,No,,,
CDC-001476,1477,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Tuberculosis,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Active,No,Consolidated into STD/TB Block Grant.,S018,64,2026-03-10,YG,No,,,
CDC-001477,1478,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Viral Hepatitis,,,House Approp Committee,Committee,sub_program_level,53,Discretionary,Active,No,,S018,64,2026-03-10,YG,No,,,
CDC-001478,1479,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Domestic HIV/AIDS Prevention and Research,Ending HIV/AIDS Initiative,,House Approp Committee,Committee,sub_program_2_level,0,Discretionary,Proposed Elimination,Subcomponent,,S018,59,2026-03-11,YG,No,,,
CDC-001479,1480,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Domestic HIV/AIDS Prevention and Research,HIV Prevention by Health Department,,House Approp Committee,Committee,sub_program_2_level,0,Discretionary,Proposed Elimination,Subcomponent,,S018,59,2026-03-11,YG,No,,,
CDC-001480,1481,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Domestic HIV/AIDS Prevention and Research,HIV Prevention by Health Department,School Health—HIV BA,House Approp Committee,Committee,sub_program_3_level,0,Discretionary,Proposed Elimination,Subcomponent,,S018,59,2026-03-11,YG,No,,,
CDC-001481,1482,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,House Approp Committee,Committee,program_level,777.372,Discretionary,Active,No,,S018,65,2026-03-10,YG,No,,,
CDC-001482,1483,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,House Approp Committee,Committee,program_level,45,PPHF,Active,No,,S018,65,2026-03-10,YG,No,,,
CDC-001483,1484,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,House Approp Committee,Committee,program_level,822.372,Total,Active,No,,S018,65,2026-03-10,YG,No,,,
CDC-001484,1485,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Advanced Molecular Detection (AMD),,,House Approp Committee,Committee,sub_program_level,50,Discretionary,Active,No,,S018,65,2026-03-10,YG,No,,,
CDC-001485,1486,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Antimicrobial Resistance Initiative,,,House Approp Committee,Committee,sub_program_level,197,Discretionary,Active,No,,S018,65,2026-03-10,YG,No,,,
CDC-001486,1487,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Emerging Infectious Diseases,,,House Approp Committee,Committee,sub_program_level,233.997,Discretionary,Active,No,Includes funding previously in Parasitic Diseases and Malaria (Global Health) and Mycotic Diseases per House FY2026 notes.,S018,65,2026-03-10,YG,No,,,
CDC-001487,1488,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Epi and Lab Capacity Program (PPHF),,,House Approp Committee,Committee,sub_program_level,45,PPHF,Active,No,,S018,65,2026-03-10,YG,No,,,
CDC-001488,1489,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Food Safety,,,House Approp Committee,Committee,sub_program_level,72,Discretionary,Active,No,,S018,65,2026-03-10,YG,No,,,
CDC-001489,1490,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Harmful Algal Blooms,,,House Approp Committee,Committee,sub_program_level,3.5,Discretionary,Active,No,,S018,65,2026-03-10,YG,No,,,
CDC-001490,1491,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Lyme Disease,,,House Approp Committee,Committee,sub_program_level,27.5,Discretionary,Active,No,,S018,65,2026-03-10,YG,No,,,
CDC-001491,1492,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Mycotic Diseases,,,House Approp Committee,Committee,sub_program_level,31,Discretionary,Active,No,"New separate line in House FY2026. Includes $15M increase for fungal disease surveillance, prevention, and lab support.",S018,65,2026-03-10,YG,No,,,
CDC-001492,1493,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,National Healthcare Safety Network,,,House Approp Committee,Committee,sub_program_level,24,Discretionary,Active,No,,S018,65,2026-03-10,YG,No,,,
CDC-001493,1494,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Prion Disease,,,House Approp Committee,Committee,sub_program_level,9,Discretionary,Active,No,,S018,65,2026-03-10,YG,No,,,
CDC-001494,1495,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Travel and Port Health Protection,,,House Approp Committee,Committee,sub_program_level,63.772,Discretionary,Active,No,,S018,65,2026-03-10,YG,No,"FY2025 canonical name: ""Quarantine"". Renamed ""Travel and Port Health Protection"" in House FY2026; +$10M for Traveler-Based Genomic Surveillance.",,
CDC-001495,1496,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Vector-Borne Diseases,,,House Approp Committee,Committee,sub_program_level,65.603,Discretionary,Active,No,,S018,65,2026-03-10,YG,No,,,
CDC-001496,1497,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,,,,House Approp Committee,Committee,program_level,742.511,Discretionary,Active,No,,S018,69,2026-03-10,YG,No,,,
CDC-001497,1498,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,,,,House Approp Committee,Committee,program_level,417.442,PPHF,Active,No,,S018,69,2026-03-10,YG,No,,,
CDC-001498,1499,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,,,,House Approp Committee,Committee,program_level,1159.953,Total,Active,No,,S018,69,2026-03-10,YG,No,,,
CDC-001499,1500,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,,,House Approp Committee,Committee,sub_program_level,417.548,Total,Active,No,,S018,69,2026-03-10,YG,No,,,
CDC-001500,1501,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Community Grants,,,House Approp Committee,Committee,sub_program_level,30,Total,Proposed Elimination,No,REACH eliminated in House FY2026; GHWIC retained separately.,S018,69,2026-03-10,YG,No,,,
CDC-001501,1502,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Diabetes (PPHF),,,House Approp Committee,Committee,sub_program_level,163.13,PPHF,Active,No,No BA/PPHF split shown in House FY2026 table.,S018,69,2026-03-10,YG,No,,,
CDC-001502,1503,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Epilepsy,,,House Approp Committee,Committee,sub_program_level,11.5,Discretionary,Active,No,,S018,72,2026-03-10,YG,No,,,
CDC-001503,1504,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,,,House Approp Committee,Committee,sub_program_level,85.675,Discretionary,Active,No,,S018,69,2026-03-10,YG,No,,,
CDC-001504,1505,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Healthy Weight Task Force / Early Child Care Collaboratives (PPHF),,,House Approp Committee,Committee,sub_program_level,5,PPHF,Active,No,,S018,69,2026-03-10,YG,No,,,
CDC-001505,1506,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Heart Disease and Stroke (PPHF),,,House Approp Committee,Committee,sub_program_level,163.13,PPHF,Active,No,Includes funding previously in Million Hearts (PPHF) per House FY2026. No BA/PPHF split in table.,S018,69,2026-03-10,YG,No,,,
CDC-001506,1507,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,National Diabetes Prevention Program,,,House Approp Committee,Committee,sub_program_level,40.3,Discretionary,Active,No,,S018,69,2026-03-10,YG,No,,,
CDC-001507,1508,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,National Lupus Registry,,,House Approp Committee,Committee,sub_program_level,20,Discretionary,Active,No,+$10M increase for research and awareness activities,S018,73,2026-03-10,YG,No,"FY2024/2025 sources use ""National Lupus Patient Registry""; FY2026 House drops ""Patient""",,
CDC-001508,1509,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,"Nutrition, Physical Activity and Obesity",,,House Approp Committee,Committee,sub_program_level,58.42,Discretionary,Active,No,,S018,69,2026-03-10,YG,No,,,
CDC-001509,1510,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Oral Health,,,House Approp Committee,Committee,sub_program_level,23.25,Discretionary,Active,No,+$3M increase,S018,73,2026-03-10,YG,No,,,
CDC-001510,1511,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Prevention Research Centers,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Proposed Elimination,No,Prevention Research Centers eliminated in House FY2026.,S018,69,2026-03-10,YG,No,,,
CDC-001511,1512,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Safe Motherhood/Infant Health,,,House Approp Committee,Committee,sub_program_level,110.5,Discretionary,Active,No,,S018,73,2026-03-10,YG,No,,,
CDC-001512,1513,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,School Health,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Proposed Elimination,No,School Health eliminated in House FY2026.,S018,69,2026-03-10,YG,No,,,
CDC-001513,1514,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Social Determinants of Health Pilot Program,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Proposed Elimination,No,Social Determinants of Health eliminated in House FY2026.,S018,69,2026-03-10,YG,No,,,
CDC-001514,1515,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Tobacco,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Proposed Elimination,No,Tobacco program eliminated in House FY2026.,S018,69,2026-03-10,YG,No,"Source uses ""Office of Smoking and Health""; canonical name is Tobacco",,
CDC-001515,1516,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,Cancer Prevention and Control BA,,House Approp Committee,Committee,sub_program_2_level,331.366,Discretionary,Active,Subcomponent,,S018,69,2026-03-10,YG,No,,,
CDC-001516,1517,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,Cancer Prevention and Control PPHF,,House Approp Committee,Committee,sub_program_2_level,86.182,PPHF,Active,Subcomponent,,S018,69,2026-03-10,YG,No,,,
CDC-001517,1518,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Community Grants,Good Health and Wellness in Indian Country,,House Approp Committee,Committee,sub_program_2_level,30,Discretionary,Active,Subcomponent,,S018,69,2026-03-10,YG,No,,,
CDC-001518,1519,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Community Grants,Racial and Ethnic Approaches to Community Health,,House Approp Committee,Committee,sub_program_2_level,0,Discretionary,Proposed Elimination,Subcomponent,REACH eliminated in House FY2026; GHWIC retained separately.,S018,69,2026-03-10,YG,No,,,
CDC-001519,1520,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Alzheimer's Disease,,House Approp Committee,Committee,sub_program_2_level,39.5,Discretionary,Active,Subcomponent,,S018,69,2026-03-10,YG,No,,,
CDC-001520,1521,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Chronic Disease Education and Awareness,,House Approp Committee,Committee,sub_program_2_level,30.975,Discretionary,Active,Subcomponent,"Increased from $4.5M; now absorbs Excessive Alcohol Use, Arthritis, and Hospitals Promoting Breastfeeding program lines per House FY2026.",S018,69,2026-03-10,YG,No,,,
CDC-001521,1522,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Chronic Kidney Disease,,House Approp Committee,Committee,sub_program_2_level,5.5,Discretionary,Active,Subcomponent,,S018,69,2026-03-10,YG,No,,,
CDC-001522,1523,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Inflammatory Bowel Disease,,House Approp Committee,Committee,sub_program_2_level,3,Discretionary,Active,Subcomponent,,S018,69,2026-03-10,YG,No,,,
CDC-001523,1524,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Interstitial Cystitis,,House Approp Committee,Committee,sub_program_2_level,2.2,Discretionary,Active,Subcomponent,,S018,69,2026-03-10,YG,No,,,
CDC-001524,1525,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Vision and Eye Health,,House Approp Committee,Committee,sub_program_2_level,4.5,Discretionary,Active,Subcomponent,,S018,69,2026-03-10,YG,No,,,
CDC-001525,1526,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,"Nutrition, Physical Activity and Obesity",High Obesity Rate Counties,,House Approp Committee,Committee,sub_program_2_level,16.5,Discretionary,Active,Non-add,,S018,69,2026-03-10,YG,No,,,
CDC-001526,1527,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,School Health,Farm-to-School,,House Approp Committee,Committee,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,School Health eliminated in House FY2026.,S018,69,2026-03-10,YG,No,,,
CDC-001527,1528,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,School Health,Food Allergies,,House Approp Committee,Committee,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,School Health eliminated in House FY2026.,S018,69,2026-03-10,YG,No,,,
CDC-001528,1529,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",,,,House Approp Committee,Committee,program_level,208.56,Discretionary,Active,No,,S018,74,2026-03-10,YG,No,,,
CDC-001529,1530,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",,,,House Approp Committee,Committee,program_level,208.56,Total,Active,No,,S018,74,2026-03-10,YG,No,,,
CDC-001530,1531,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,,,House Approp Committee,Committee,sub_program_level,75.3,Discretionary,Active,No,"Includes funding previously in Folic Acid, Infant Health per House FY2026 restructuring.",S018,74,2026-03-10,YG,No,,,
CDC-001531,1532,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,,,House Approp Committee,Committee,sub_program_level,84.91,Discretionary,Active,No,Includes funding previously in ADHD per House FY2026 restructuring.,S018,74,2026-03-10,YG,No,,,
CDC-001532,1533,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Hemophilia Activities,,,House Approp Committee,Committee,sub_program_level,3.5,Discretionary,Active,No,,S018,74,2026-03-10,YG,No,"FY2025 sources use ""Hemophilia CDC Activities""; FY2026 House uses ""Hemophilia Activities""",,
CDC-001533,1534,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Hemophilia Treatment Centers,,,House Approp Committee,Committee,sub_program_level,5.1,Discretionary,Active,No,,S018,74,2026-03-10,YG,No,,,
